2.171581983566284180e-01,2.203409001231193542e-02,-2.171787768602371216e-01,-1.927255541086196899e-01,-3.003812432289123535e-01,-2.396412007510662079e-02,6.172848865389823914e-02,3.851913660764694214e-02,-6.603317707777023315e-02,4.495981149375438690e-03,-7.021627575159072876e-02,-1.465216130018234253e-01,-3.646042048931121826e-01,-2.049176096916198730e-01,-1.474196314811706543e-01,1.386191789060831070e-02,1.461683958768844604e-01,1.147921532392501831e-01,-2.226365171372890472e-02,1.063561439514160156e-01,2.069580107927322388e-01,2.313753515481948853e-01,1.616271585226058960e-01,1.675221621990203857e-01,-2.610652707517147064e-02,9.333239495754241943e-02,2.170348316431045532e-01,-2.172383964061737061e-01,8.225510828197002411e-03,1.689145863056182861e-01,-2.852290868759155273e-02,2.100436240434646606e-01,-4.926331341266632080e-02,-7.363405078649520874e-02,-2.607925236225128174e-01,-1.734132468700408936e-01,-1.984990686178207397e-01,2.510729730129241943e-01,1.507180035114288330e-01,2.063169181346893311e-01,1.027144491672515869e-01,-8.604005724191665649e-02,4.500295594334602356e-02,-4.902021586894989014e-02,-1.951595544815063477e-01,-2.275784686207771301e-02,1.353508234024047852e-01,2.232009470462799072e-01
-2.018089592456817627e-02,-3.037431240081787109e-01,2.176081389188766479e-01,3.899246826767921448e-02,1.077191233634948730e-01,1.983287930488586426e-01,1.917405426502227783e-01,-2.442066222429275513e-01,5.936089158058166504e-02,-1.308476179838180542e-01,-3.415239453315734863e-01,1.506889462471008301e-01,1.193223819136619568e-01,2.813259363174438477e-01,-3.357554376125335693e-01,5.433727637864649296e-04,1.008475720882415771e-01,-2.792820334434509277e-02,8.389177918434143066e-02,1.112879887223243713e-01,2.775602042675018311e-02,2.738437652587890625e-01,-8.908218890428543091e-02,-1.109959706664085388e-01,7.694210857152938843e-02,1.263419389724731445e-01,1.773335337638854980e-01,3.274173438549041748e-01,1.647716313600540161e-01,-1.995817720890045166e-01,-9.976921975612640381e-02,-1.985173076391220093e-01,-1.106710806488990784e-01,1.516074091196060181e-01,2.416207641363143921e-01,-2.093947380781173706e-01,1.062658503651618958e-01,-7.104752957820892334e-02,-1.955050602555274963e-02,-3.207841143012046814e-02,1.598824374377727509e-02,-2.067335098981857300e-01,1.086944863200187683e-01,2.027817964553833008e-01,2.455960363149642944e-01,-1.393440924584865570e-02,-3.113024830818176270e-01,-1.346448510885238647e-01
2.733632624149322510e-01,-9.289718419313430786e-02,-1.965470016002655029e-01,-1.813428997993469238e-01,2.809247374534606934e-01,2.466724365949630737e-01,-2.218921631574630737e-01,8.216262608766555786e-02,-3.238821774721145630e-02,5.512539297342300415e-02,-2.097223401069641113e-01,-2.354301214218139648e-01,1.511171609163284302e-01,-3.075113333761692047e-02,-1.321133039891719818e-02,-9.029854089021682739e-03,-2.279332131147384644e-01,2.169063091278076172e-01,1.821733862161636353e-01,-2.649791240692138672e-01,1.019651163369417191e-02,1.222816035151481628e-01,-4.800476133823394775e-02,6.423784792423248291e-02,-2.007550448179244995e-01,3.052342534065246582e-01,3.797698765993118286e-02,2.625250220298767090e-01,-2.581299245357513428e-01,-1.224575787782669067e-01,7.577154785394668579e-03,-1.826824545860290527e-01,7.411304116249084473e-02,3.914174158126115799e-03,-1.615251973271369934e-02,2.422386966645717621e-02,-2.212314605712890625e-01,-1.533327102661132812e-01,1.665699183940887451e-01,4.520335793495178223e-02,3.056423505768179893e-03,-1.976685523986816406e-01,1.274190098047256470e-01,2.111644446849822998e-01,1.400630623102188110e-01,3.608474135398864746e-02,2.996865510940551758e-01,1.736932694911956787e-01
-1.111968830227851868e-01,-2.500773072242736816e-01,1.545904427766799927e-01,2.324918210506439209e-01,-6.329887360334396362e-02,-9.283261746168136597e-02,-2.424084693193435669e-01,-1.217963621020317078e-01,8.389214053750038147e-03,2.296004444360733032e-01,-5.706539750099182129e-02,-1.746439784765243530e-01,1.511658132076263428e-01,-1.025201380252838135e-01,-1.776624284684658051e-02,-1.811553165316581726e-02,1.238463521003723145e-01,-1.008339747786521912e-01,-1.116871535778045654e-01,1.051553934812545776e-01,-2.651625499129295349e-02,-1.784809380769729614e-01,-1.954930871725082397e-01,4.472919553518295288e-02,2.971598692238330841e-02,1.547059863805770874e-01,2.428237199783325195e-01,-2.511257827281951904e-01,2.105941474437713623e-01,2.110941112041473389e-01,-7.926826924085617065e-02,1.474473029375076294e-01,1.199822053313255310e-01,-9.223293513059616089e-02,2.599362432956695557e-01,-3.218107223510742188e-01,-1.060442440211772919e-02,-6.539057940244674683e-03,3.094814158976078033e-02,-7.081094384193420410e-02,-1.777706108987331390e-02,2.227156050503253937e-02,8.133406937122344971e-02,-1.903605610132217407e-01,-1.814890354871749878e-01,1.347985118627548218e-01,1.880294382572174072e-01,2.297846674919128418e-01
-1.151830777525901794e-01,-1.368972957134246826e-01,-2.400505095720291138e-01,-2.410987019538879395e-01,-1.082229092717170715e-01,-1.241232901811599731e-01,-2.746693491935729980e-01,-1.163093149662017822e-01,-7.350678741931915283e-02,1.512892544269561768e-01,-8.997897803783416748e-02,-1.516120433807373047e-01,-8.171574771404266357e-02,1.182756200432777405e-01,-4.949431493878364563e-02,1.192050427198410034e-01,8.164928108453750610e-02,-8.635894209146499634e-02,-8.290847390890121460e-02,1.409546099603176117e-02,-3.091252408921718597e-02,-1.988710165023803711e-01,-7.979329675436019897e-03,-1.863669953308999538e-03,-1.629968285560607910e-01,-9.353712946176528931e-02,1.217625811696052551e-01,-4.475621506571769714e-02,-1.613643020391464233e-01,1.036168858408927917e-01,6.490098685026168823e-02,1.810108684003353119e-02,-2.602368295192718506e-01,-2.638742700219154358e-02,-9.792583435773849487e-02,-9.835442900657653809e-02,-1.033150181174278259e-01,-5.940521508455276489e-02,-1.217538192868232727e-01,6.631320714950561523e-02,-1.204438693821430206e-02,1.869245767593383789e-01,7.618752121925354004e-02,-2.088527530431747437e-01,8.829915523529052734e-02,-2.491254210472106934e-01,-2.056533247232437134e-01,3.575696051120758057e-02
-2.046072632074356079e-01,1.765540838241577148e-01,-2.199702523648738861e-02,-6.726611405611038208e-02,-1.617851704359054565e-01,-1.142102405428886414e-01,1.678017675876617432e-01,-2.920178472995758057e-01,-2.329575270414352417e-01,-1.079771146178245544e-01,-1.052408888936042786e-01,-1.190532296895980835e-01,1.444341540336608887e-01,-2.013321667909622192e-01,-1.549879461526870728e-01,-9.569787979125976562e-02,-3.539255261421203613e-01,4.138023778796195984e-02,-2.863764762878417969e-01,-4.414265230298042297e-02,-1.707422733306884766e-01,1.380774229764938354e-01,5.491781607270240784e-02,3.756160661578178406e-02,1.780389249324798584e-02,-1.493598669767379761e-01,-1.555210649967193604e-01,8.927699923515319824e-02,2.199597656726837158e-01,-5.725890398025512695e-02,-2.056405544281005859e-01,-2.765282690525054932e-01,4.651916027069091797e-02,-7.983645051717758179e-02,-2.130670100450515747e-01,-4.197310805320739746e-01,1.244256421923637390e-01,-3.432152271270751953e-01,-2.336273156106472015e-02,-7.555826008319854736e-02,-1.145926192402839661e-01,-9.047897160053253174e-02,-3.313254415988922119e-01,1.306141018867492676e-01,1.174689456820487976e-02,5.157154053449630737e-02,-4.898032173514366150e-02,1.391037404537200928e-01
-1.012476384639739990e-01,2.460600621998310089e-02,-1.211373805999755859e-01,1.235417672432959080e-03,-6.227931380271911621e-01,-9.536581039428710938e-01,5.894170403480529785e-01,-7.861847877502441406e-01,-5.902718901634216309e-01,-7.601380348205566406e-01,4.913863241672515869e-01,-1.149645522236824036e-01,5.031488090753555298e-02,-1.468504518270492554e-01,-1.223990097641944885e-01,8.178588002920150757e-02,-7.839215993881225586e-01,-5.587512254714965820e-01,-7.973293662071228027e-01,5.724832415580749512e-01,-5.752998590469360352e-01,6.250813007354736328e-01,-7.986578345298767090e-01,-1.250760406255722046e-01,-1.381621807813644409e-01,2.742768265306949615e-02,5.130423977971076965e-02,-7.707606256008148193e-02,-6.949502229690551758e-01,5.696390867233276367e-01,-6.390569806098937988e-01,-7.731895446777343750e-01,-7.556579113006591797e-01,-5.922809839248657227e-01,-8.047524690628051758e-01,6.826455937698483467e-04,1.312111504375934601e-02,-2.666030637919902802e-02,-4.633485525846481323e-02,-9.339816868305206299e-02,6.384507417678833008e-01,-8.850886821746826172e-01,-7.148165702819824219e-01,-8.339630365371704102e-01,6.443732976913452148e-01,-8.895005583763122559e-01,-8.159412741661071777e-01,-1.902934536337852478e-02
-1.256632269360125065e-03,-6.894437223672866821e-02,-2.124912440776824951e-01,-1.454687584191560745e-02,-4.352775216102600098e-01,-8.155988454818725586e-01,5.971232652664184570e-01,-5.895760655403137207e-01,-5.502534508705139160e-01,-4.235222935676574707e-01,5.430237054824829102e-01,2.456837520003318787e-02,-2.098248340189456940e-02,-1.178265586495399475e-01,-6.038348376750946045e-02,1.260581910610198975e-01,-6.849621534347534180e-01,-2.869527637958526611e-01,-5.893000364303588867e-01,5.804815888404846191e-01,-6.076339483261108398e-01,6.236393451690673828e-01,-6.445357799530029297e-01,-6.652594357728958130e-02,-1.946311295032501221e-01,8.416989445686340332e-02,4.858500510454177856e-02,-1.669404096901416779e-02,-4.677235782146453857e-01,5.825541615486145020e-01,-3.098747134208679199e-01,-6.546941995620727539e-01,-7.265985608100891113e-01,-5.916663408279418945e-01,-5.450155138969421387e-01,9.928026050329208374e-02,-9.245078265666961670e-02,9.623873047530651093e-03,1.469561364501714706e-02,-6.469242274761199951e-03,5.476956963539123535e-01,-5.074939727783203125e-01,-4.819346070289611816e-01,-4.139022231101989746e-01,4.557237327098846436e-01,-7.563480734825134277e-01,-6.101222038269042969e-01,4.775525256991386414e-02
-1.952617466449737549e-01,-3.195890188217163086e-01,3.436479866504669189e-01,-2.180983126163482666e-01,-2.414832860231399536e-01,-3.001364171504974365e-01,3.554804027080535889e-01,1.448940299451351166e-02,-1.049683466553688049e-01,-1.057830154895782471e-01,2.956102043390274048e-02,1.278204321861267090e-01,-2.832181155681610107e-01,-3.861451447010040283e-01,-4.111270010471343994e-01,4.447009563446044922e-01,-2.201287001371383667e-01,4.347527325153350830e-01,-4.261175096035003662e-01,-3.258126555010676384e-03,-9.409075230360031128e-02,-1.098766252398490906e-01,3.148805582895874977e-03,3.641882166266441345e-02,-3.080492913722991943e-01,4.821846783161163330e-01,-3.658161461353302002e-01,-3.946561813354492188e-01,-3.025204539299011230e-01,-3.777553439140319824e-01,-4.826892018318176270e-01,3.808059915900230408e-02,3.739988803863525391e-02,-1.530388444662094116e-01,-2.710904181003570557e-02,4.148440435528755188e-02,4.029124379158020020e-01,-4.100213050842285156e-01,-4.812962412834167480e-01,-3.633114099502563477e-01,4.532568752765655518e-01,-5.807740688323974609e-01,-4.542917013168334961e-01,-8.853962272405624390e-02,-9.026384353637695312e-02,5.104033276438713074e-02,-1.725872233510017395e-02,2.030162326991558075e-02
2.590256035327911377e-01,-3.245107233524322510e-01,-2.475753128528594971e-01,-5.573700070381164551e-01,2.916759550571441650e-01,-1.436832100152969360e-01,-2.203943021595478058e-02,-9.369953721761703491e-02,-3.902920335531234741e-02,-3.427354618906974792e-02,-3.943746164441108704e-02,1.269806027412414551e-01,-4.240547418594360352e-01,3.488560318946838379e-01,-3.648739159107208252e-01,3.550649583339691162e-01,-2.657876312732696533e-01,-2.476439774036407471e-01,3.617071732878684998e-02,-5.645485594868659973e-02,7.822605967521667480e-02,-8.791121840476989746e-02,-1.059600934386253357e-01,9.294230490922927856e-02,-3.882334828376770020e-01,-3.639938235282897949e-01,-4.727645516395568848e-01,-2.106399238109588623e-01,-4.506166577339172363e-01,8.441721647977828979e-02,1.427560895681381226e-01,-1.268496811389923096e-01,-5.172410979866981506e-02,1.717391312122344971e-01,-1.228527352213859558e-01,-1.020082160830497742e-01,-3.441658616065979004e-01,-2.703951895236968994e-01,1.844929456710815430e-01,-2.452287077903747559e-01,-2.383198887109756470e-01,-2.243673205375671387e-01,-4.303839057683944702e-02,-5.138501524925231934e-02,-1.180090159177780151e-01,-1.338719278573989868e-01,-5.800651758909225464e-02,-6.613166630268096924e-02
